Ticker,POWERGRID.NS,POWERGRID.NS,POWERGRID.NS,POWERGRID.NS,POWERGRID.NS,ONGC.NS,ONGC.NS,ONGC.NS,ONGC.NS,ONGC.NS
Price,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume
Date,,,,,,,,,,
2021-02-03,87.45956821289366,94.4293519103995,87.45956821289366,92.85552978515625,73411707,71.75572553487567,72.2866910439269,70.54209917951519,70.80757904052734,25912911
2021-02-04,92.85555028937024,93.37266216777634,91.82132043360562,92.33843231201172,23523019,71.49023921921254,74.78978756423245,71.30060993746396,74.06919860839844,49670027
2021-02-05,92.4733060322305,93.66491288231143,90.49478819261208,93.12532043457031,28755118,75.05526740127517,75.81378452826947,73.42446020785857,74.06919860839844,30514219
2021-02-08,92.85553473416223,95.95821158378921,92.49580028413433,95.57599639892578,28436890,75.47245631664475,76.4585309250397,75.16904829967503,75.58623504638672,29096831
2021-02-09,94.42936155916823,97.77935715049674,94.42936155916823,94.76660919189453,27738169,75.70001879732452,78.39275138235206,75.70001879732452,76.61023712158203,39638657
2021-02-10,94.67665854245885,96.22799983847473,93.08035578193872,94.6316909790039,34189378,77.36874938964844,77.7480079650879,74.78978991925483,75.85171508789062,21467230
2021-02-11,93.91225803996149,96.58775250328564,93.68742626494506,96.11560821533203,20504448,75.85170359130072,76.11718339646514,75.01733600920156,75.43451690673828,11287104
2021-02-12,98.47632842339462,98.47632842339462,94.67666950421075,95.62096405029297,25066544,75.01734800163607,75.39660658022166,73.23483383968909,73.57616424560547,18187705
2021-02-15,96.2280031281662,96.88001757317612,95.1263252311359,95.53102111816406,8599603,73.57617762749923,75.28284154153917,72.5142522569133,74.676025390625,26118576
2021-02-16,95.95821298678639,103.37766675151911,95.9132454175065,101.42162322998047,80200957,75.28283926722516,79.53053483421724,75.28283926722516,78.6961669921875,76236798
2021-02-17,101.3991251356257,103.96220905732115,99.9152382960865,103.4450912475586,39034960,78.69615535223105,79.85345175446975,77.77032058496566,78.8890380859375,21014091
2021-02-18,103.87230189081367,107.15484328549059,102.74814304346513,106.34545135498047,44291912,80.00775373503407,89.11182090977947,79.7377190913581,85.4084701538086,110000964
2021-02-19,104.99645588597936,106.16558835193543,102.86055417472318,104.41189575195312,36335681,85.40847021526004,86.5657665915444,80.1234846074909,81.08789825439453,48225988
2021-02-22,104.52431676168038,105.17633133459364,100.54479321086102,101.15184020996094,25800846,81.7051269890612,83.7496851389516,81.24220960648375,82.01374053955078,36592043
2021-02-23,101.51154662890822,103.0179142834393,101.01691562193571,101.66893005371094,18293559,84.67551701389026,88.26313690745904,84.44405538734505,86.56576538085938,90860972
2021-02-24,101.69143728184831,102.61325123932696,99.64547052319125,100.16258239746094,11421326,87.95452571861543,88.99609129328364,85.6399329365466,87.64591217041016,26071364
2021-02-25,100.58974774390644,104.68168055034012,99.28571876713829,102.32095336914062,30696079,89.49758967534348,92.96947892999042,88.99609338352056,91.85076141357422,62038881
2021-02-26,99.60048696201002,102.18605201734039,94.96894937743872,96.36290740966797,38070699,89.11180393115895,91.34924434132503,84.90696358936525,85.6399154663086,55154985
2021-03-01,97.80183147692011,102.88302637074925,97.75686390904659,102.18605041503906,31441940,88.18599097346382,90.77061850900452,87.56876385170152,90.30770111083984,41672980
2021-03-02,102.97296586661619,103.13034321241034,100.43236831212668,101.19679260253906,18223787,89.42043920937107,89.99908742787048,86.99011551441075,87.56876373291016,36303917
2021-03-03,103.42263599457732,103.49009040304242,100.58975820340919,102.29847717285156,19350542,87.9931153435834,89.34329463100866,87.33730926635377,87.95453643798828,19434630
2021-03-04,100.29745812538842,103.400140922358,100.29745812538842,101.24175262451172,22865747,87.91594408576955,90.26911569560787,86.6429228042414,86.95153045654297,38272786
2021-03-05,101.62397139528721,101.62397139528721,98.63371045779184,99.03840637207031,17342685,89.69047738042093,91.23353935685829,87.56876716281958,88.68748474121094,57756103
2021-03-08,99.7711853856801,102.54196790782487,99.38190029938944,100.82453918457031,15749448,91.77359740801813,94.39680362262972,90.4234183446768,91.23352813720703,63866178
2021-03-09,100.98483415337344,101.71760498706473,97.66447194262162,98.92391967773438,12585004,92.1207831774592,92.23651398035022,88.10881929055387,90.07622528076172,26817643
2021-03-10,99.83986910508136,100.27495347990221,98.00794535722768,98.53462219238281,10661165,90.19196510409871,90.2691170183046,87.64591073110822,88.26313781738281,23841269
2021-03-12,98.78653505650566,101.16803267468823,98.64913702106718,100.77874755859375,18173078,90.07624110782652,90.57773741759546,87.95453093183916,88.76464080810547,20691698
2021-03-15,101.21380968694697,103.73270478477234,100.64133352835032,102.65644836425781,30092241,89.49756763423315,90.15336759911804,87.02867157126207,88.22454071044922,19679802
2021-03-16,103.11443670456981,104.05330139922656,102.35876936324611,102.79385375976562,14767699,87.80022073683269,89.72904802994137,87.53018020674645,88.80320739746094,20680669
2021-03-17,103.02284362817439,103.04574019132295,100.45814902614202,100.96192932128906,12571132,88.57174426288424,88.6103172737393,83.9039802485543,84.36689758300781,31017863
2021-03-18,101.21380540466245,102.35875767341368,100.82452039093431,101.23670196533203,14232655,84.86840124856222,86.56576691900796,82.93957394745854,85.022705078125,26710696
2021-03-19,101.6259929805615,106.29739478587696,100.36654541055876,105.42723846435547,70334403,81.97515927828276,87.37587565426374,80.5864012842193,85.25416564941406,50386785
2021-03-22,107.35076106416689,107.35076106416689,101.7633911681049,102.38166046142578,29180881,85.25416291026878,85.83281107481811,83.74968003696591,84.55978393554688,15825065
2021-03-23,102.38166237256728,102.58775628203068,100.06886109054693,100.2978515625,38455903,84.55978102720155,85.0998561606604,82.2451884486122,82.6695327758789,15815643
2021-03-24,99.40477833533008,102.54194879406114,99.33608244155772,101.23670196533203,24398959,81.01074150287128,81.7822723743272,79.35194895197839,80.85643768310547,31083656
2021-03-25,101.2367194144066,102.31297597488812,98.62623151877051,99.10710906982422,20272124,81.78226740220013,83.09386744940831,78.15607488134478,78.6961441040039,37295495
2021-03-26,100.45814723939858,101.67179551173676,97.16068192232493,98.2827377319336,25184863,79.46768575209848,80.23921668173051,77.34597569561042,79.00476837158203,26637085
2021-03-30,99.33608968906456,102.4503638143418,98.64911827769278,101.37410736083984,53328751,80.27779897359079,82.01374363858739,79.15907554658229,79.85345458984375,31843017
2021-03-31,100.7100375658034,101.25961720718637,98.30563750534061,98.76361846923828,20694060,79.31338595547285,80.39352460285467,78.6190069062173,78.8118896484375,19587582
2021-04-01,99.22160430601824,100.4581554539761,98.35144167423088,100.16046905517578,11229344,79.46769636807915,81.20364119165369,78.04036513484745,80.50926208496094,22299747
2021-04-05,98.55752095938584,100.29784596438748,97.71025501809672,98.0766372680664,14484908,78.81189359313562,80.62499028349193,76.69018332251741,79.81488037109375,24878516
2021-04-06,98.55753097821436,100.29785616012809,95.48905602867951,95.80963897705078,25301732,79.19765867417259,80.54783793008679,78.1560929968731,80.20064544677734,15156974
2021-04-07,96.58820442337742,99.0155071468274,95.96992890835884,96.42790985107422,22841720,80.16206681484213,81.28078433687563,79.81487435584575,80.74071502685547,10330347
2021-04-08,97.0690805003832,97.77895467820638,95.48904999831996,95.7180404663086,20468881,80.08491274485523,81.55081680017435,79.6991472805473,79.93060302734375,26105970
2021-04-09,95.90124126018254,96.84009978881828,95.26006912757049,95.3974609375,11773021,79.46767290390477,80.93358261046268,79.46767290390477,80.08489990234375,17645822
2021-04-12,94.64178958292457,94.64178958292457,90.9092459778422,92.12289428710938,18544315,77.80889613210154,78.88904065327225,75.18568969106244,75.64861297607422,27005598
2021-04-13,93.95481351500912,95.9012325114449,92.71826249139136,95.60354614257812,19831072,75.64860986857806,79.08192014472598,75.64860986857806,78.73473358154297,25505623
2021-04-15,95.21426399842485,96.81719733838648,94.82497894493847,95.16846466064453,10159348,80.43209815176282,82.36092544557007,80.084911593403,81.08789825439453,28659714
2021-04-16,95.03107382641164,98.37433234194344,94.91657858667747,96.10733032226562,22020846,80.70213365951868,83.20960916830968,80.39352011194318,82.78527069091797,21627285
2021-04-19,94.27539251205206,94.8020755408732,91.59620909228998,92.14578247070312,18404990,80.20062915646497,81.74369084979811,78.61899445258642,79.50625610351562,19166492
2021-04-20,93.88612760905804,94.20671057435726,92.3518900532773,93.2907485961914,14467660,79.69913637187068,81.01073641646926,78.85044775750485,79.35194396972656,23082015
2021-04-22,93.42814754601208,93.84032919791922,92.14579703681072,93.17625427246094,11626459,79.0047762311108,80.58641126241187,78.42612797632188,79.54484558105469,14844968
2021-04-23,93.5655271157588,97.50416438786839,93.42813532035659,96.70269775390625,38318040,78.69615482246645,79.96918203362206,78.38754127335088,79.00476837158203,12790334
2021-04-26,95.35166435969364,99.13001378340594,95.35166435969364,98.83232116699219,19139358,81.20362569523597,81.55081223917,79.08191576020606,79.3133773803711,11797791
2021-04-27,98.94679834536447,100.98481588734566,98.83230311742764,99.22158813476562,15270611,79.3133787387394,80.2392134626289,79.3133787387394,79.62198638916016,8886250
2021-04-28,100.20625329788719,101.53440301004554,99.06130093345007,101.16801452636719,16383579,80.04633278361062,80.54782905783094,79.69914622485783,80.16206359863281,6887787
2021-04-29,102.17558559823648,102.4274726596079,100.32075885006269,100.82453918457031,14761969,80.93359398332684,81.70512489663537,79.89202842762307,80.27779388427734,14990087
2021-04-30,99.72539367905831,101.80920487143874,99.22161330598107,100.77874755859375,16897105,80.35494686253512,86.95153272689736,79.69914675480045,83.44107055664062,81358264
2021-05-03,99.61088814879427,102.06108763787955,99.26740241327104,101.12222290039062,15528063,83.44107215372756,85.40847251458817,81.78227945913329,83.09387969970703,33975507
2021-05-04,101.39700752955086,101.53440554377046,99.24450075775316,99.8627700805664,20857434,83.32533108545096,85.099854379759,83.09386947791054,84.59835815429688,30811922
2021-05-05,99.86277066492636,100.91613059971675,99.29029446507211,99.93147277832031,23178237,86.72008709344847,87.9545355377683,85.2541769905561,85.71709442138672,47588366
2021-05-06,100.04597756286704,100.48105578920496,97.82476845317213,98.64913177490234,18823613,86.64292772250808,87.06726621166706,84.4440598140023,85.06128692626953,26083818
2021-05-07,99.084203719098,99.2902914176617,97.77895678113799,98.25983428955078,12509591,85.52421177998907,86.68150830173809,84.59837691711567,85.98712921142578,28016564
2021-05-10,98.64910868604895,100.8245179438781,98.44302100973373,100.68712615966797,17845577,87.83879384127185,88.68747667385001,86.7972282791844,87.87737274169922,33477142
2021-05-11,100.75583144257931,103.13733481045183,100.0230606977136,102.3129653930664,22995780,86.83580490062434,91.58071521297289,85.44704693007954,91.1177978515625,48355326
2021-05-12,102.31296458963094,107.62554468348401,102.15267001986219,103.48081970214844,55645370,91.58071752227468,93.47097180130945,87.72306293605733,88.80320739746094,49718697
2021-05-14,104.30519347963032,105.3356506889532,102.51906889249024,104.80896759033203,18820793,89.49758851685242,89.49758851685242,86.064278208447,87.14441680908203,23626454
2021-05-17,105.77071593396829,105.79361249420816,104.0074882308297,104.60286712646484,10996347,87.91593829205736,89.03466156002386,86.6043381972699,88.14739990234375,19960145
2021-05-18,105.74782302023631,109.84675469148898,104.64866385555011,106.75537109375,52885042,88.72607739570714,90.65490516517903,88.18600797478109,89.57476043701172,29395737
2021-05-19,107.25917162110277,108.99949684049382,105.97682737647403,107.0530776977539,28081040,88.34028174842348,89.34327420140248,87.49159899622528,88.64889526367188,25295575
2021-05-20,107.1675759784845,107.60266040154447,104.60288741654591,104.85477447509766,10707136,87.53017763912811,88.49459125739224,85.79423312625265,86.25715637207031,21131045
2021-05-21,104.44258267841684,104.99216232768863,103.5037241736557,104.39678955078125,21702883,85.67850456464758,87.99309715024296,85.67850456464758,86.99010467529297,20562816
2021-05-24,104.87767053623966,107.35077282757969,104.60288691432604,105.79363250732422,22028927,87.37588434837009,87.91595368518088,85.52420880081064,87.2215805053711,24785960
2021-05-25,106.70958096514032,107.37365579478674,105.86232121859237,106.66378784179688,9165363,88.26313849218586,90.34626962323982,87.7230633159881,88.41744232177734,25820379
2021-05-26,106.80119039479001,107.07597400958859,103.02284736189993,103.3205337524414,18322114,89.03467427537119,89.03467427537119,87.18299878757578,87.45303344726562,12045621
2021-05-27,103.82431093410904,105.15244826361251,102.24427413785459,104.55707550048828,51194207,87.18299230928372,87.68448857505118,85.87139212464297,86.29573059082031,22821449
2021-05-28,105.79362280667398,105.79362280667398,102.95413847196994,103.2518310546875,15307498,87.33730344308765,89.1504059315064,86.29573781092665,86.68150329589844,19331994
2021-05-31,103.50371650617863,103.77850631045831,102.47325939895285,103.34342193603516,13102261,86.79723224500957,88.22456333133137,85.9485493736545,87.68449401855469,16430926
2021-06-01,103.64111289300718,104.41968300432409,102.54195983896776,102.77095031738281,15733731,88.22455734775212,91.38783286443396,88.10882653534509,90.7320327758789,51620011
2021-06-02,102.67937024340694,104.48839772588717,102.63357089984446,104.16780853271484,7995532,91.04063814005275,92.12078248168888,89.49757647666203,90.8477554321289,27162991
2021-06-03,104.90056091725074,105.99972018717195,103.34342690054814,103.64111328125,10291328,91.6578805233713,95.5155353284574,91.387839977964,94.51254272460938,64241347
2021-06-04,103.50372231090908,104.48838634911384,102.95414267152802,103.57241821289062,6142487,96.13274364967931,97.75295727287073,95.16833007798046,96.78854370117188,72354379
2021-06-07,104.09909641510951,108.90789658032708,103.91590527021602,108.19802856445312,18058790,97.94585054989619,98.3701949217312,96.36421565353123,96.55709838867188,28709907
2021-06-08,109.43457175611445,109.43457175611445,106.27449833502703,107.19046020507812,22511761,97.02001563659043,97.1357464547716,94.62827090153965,96.28706359863281,15261479
2021-06-09,108.08351403395399,112.43433245461313,107.07595359920128,110.87720489501953,39865778,97.98441819979259,98.75594905175946,94.93687368904875,95.70840454101562,29718157
2021-06-10,113.57930140700384,113.57930140700384,110.0299490145055,110.67112731933594,32690784,95.47695227255018,96.28706210090341,94.4739597123332,95.63125610351562,12245640
2021-06-11,113.94568790066572,113.94568790066572,111.74738172546834,112.80073547363281,29142097,95.63124709820227,97.67580504069065,94.51252971326446,95.32263946533203,18360366
2021-06-14,113.556393773649,114.403653486301,110.87721042410428,113.8998794555664,18732629,95.97845004558764,97.0585945380888,93.54812640903849,96.28706359863281,19547491
2021-06-15,114.7471443389346,115.18222870700778,113.14421108442235,113.39611053466797,15026686,96.90428562954493,99.14172654995853,96.32563742010937,96.7114028930664,32779493
2021-06-16,113.05263667666304,113.3503168581302,110.35054393809855,110.9001235961914,30706682,97.98442947121369,98.94884314711146,97.29005044730451,97.75296783447266,31654780
2021-06-17,111.77027366993497,111.77027366993497,108.42701520587866,109.84676361083984,22261167,96.9042819990317,97.98442646010665,95.28406825057615,96.51851654052734,18124616
2021-06-18,111.74736960008202,112.20535052120098,105.3814298271174,106.70957946777344,49278209,96.09418148496876,96.09418148496876,91.73503047159994,92.77659606933594,87912730
2021-06-21,106.20581554666374,107.83164548689197,104.60288216996827,107.5568618774414,11719831,92.12078868218758,94.12676780235206,91.77359625276786,93.31665802001953,15669821
2021-06-22,106.27449833502703,108.54150644810906,106.27449833502703,107.19046020507812,10961545,94.66684226049729,95.824138649434,93.74100750387346,94.16535186767578,23629008
2021-06-23,107.96903750585263,108.08353274727234,106.25160888455683,106.36610412597656,10721151,95.28406577274201,95.97844475725549,93.93388670308777,95.1683349609375,21978870
2021-06-24,106.3661093225254,106.68669849886886,104.46548325269089,105.86233520507812,12964208,96.017026157022,96.017026157022,93.62528134484491,94.12677764892578,24358397
2021-06-25,105.99971820427989,106.61798751733949,105.0608597415297,105.72492218017578,7736431,94.85971856045926,96.40278030775467,92.85373946623793,93.27808380126953,34557609
2021-06-28,106.2516015846409,106.48059205174776,105.65622885486864,106.18289947509766,9989595,94.55111452196633,96.0555974283671,93.972466344687,94.39680480957031,23728169
2021-06-29,106.52638644700788,108.95369536612968,106.0913144931352,108.08352661132812,61089570,93.97245608726394,94.473946410449,91.88931934465188,92.12078094482422,20857415
2021-06-30,108.61020863730013,108.81630254291812,106.2516018507804,106.43479919433594,17437744,92.85375480228333,93.31667222566631,90.30770603051981,90.80919647216797,19094044
2021-07-01,106.50348534809204,106.68668268557143,105.42723515510146,105.70201873779297,15924813,90.84776643935542,92.39082828970541,90.50057987755221,91.69644927978516,16012542
2021-07-02,105.70203034721393,105.83942215364965,104.23648875699881,104.39678955078125,9549992,92.58371561893296,93.23951576063757,91.04065369195074,91.3878402709961,20014124
2021-07-05,105.01506435482335,105.74784139981747,104.57997992553459,105.4730453491211,6849185,91.92790596128113,93.70242346183245,91.73502324037467,93.31665802001953,12050022
2021-07-06,105.06086782258458,105.56464193689877,104.55708128474106,104.78607177734375,5343938,94.8983090247637,96.44137096012571,93.3938259923114,93.74101257324219,30193164
2021-07-07,104.7860650406422,105.99971954282228,104.7860650406422,105.7707290649414,7228897,92.50655364990234,92.89231908973821,90.88633997985443,92.50655364990234,18479814
2021-07-08,105.38144522879824,106.77829718118548,105.1295581700746,105.86233520507812,8740010,92.12079768733471,92.12079768733471,90.15339138724222,90.30770111083984,17151883
2021-07-09,105.81650888177028,105.99970621044429,105.3356314234097,105.45012664794922,2990856,90.34628143427298,91.54215687204287,89.96051592354908,90.96350860595703,11240925
2021-07-12,105.65623276033935,106.13711027433331,104.51128038248308,104.8776626586914,5578309,91.8121752519824,92.08220988428434,91.04064436751196,91.4649887084961,8420962
2021-07-13,105.51883570417093,106.205807096669,104.55706830055695,104.71736907958984,8264289,91.81218940237825,93.20094756299041,91.50357582376283,92.892333984375,8580799
2021-07-14,104.71737140527615,105.99971554838014,104.62577273286985,105.312744140625,9228746,92.81516991257233,93.93388736651876,92.66086020030527,93.20093536376953,12709481
2021-07-15,105.79363586452018,105.99972979926014,105.01506567968573,105.51885223388672,5376823,91.9664807302456,92.1207904417062,89.65188803515909,90.19196319580078,28589465
2021-07-16,106.09132113220767,108.31252385924047,105.56463804920622,107.09886932373047,15903784,90.42341476497332,90.57772446932019,89.30469736844684,90.11480712890625,19691248
2021-07-19,107.09886652556041,107.46526122948194,106.02261624749438,106.77828979492188,13725925,88.57175203768261,89.92193114870635,88.10882877628059,88.41744232177734,14395883
2021-07-20,107.57976162005447,108.22092753556242,105.77073427104825,105.93102264404297,14178067,86.450043536995,87.37587830356684,86.10285108479513,86.87438201904297,18634406
2021-07-22,107.39654993804437,107.39654993804437,104.74026310280215,106.8240737915039,10378326,88.26314117447262,89.34328567337958,87.91594871787004,89.11182403564453,11710140
2021-07-23,107.05306515861265,107.14466382754196,106.2744951080049,106.70957946777344,6660369,89.11182336436836,90.0762370371429,88.53317516070364,88.95751953125,7841690
2021-07-26,106.91568268121208,107.78585147655609,106.27450436637662,106.57219696044922,12963701,88.61033149363526,89.18897972614003,88.03168326113048,88.37887573242188,8149770
2021-07-27,106.70958251885463,107.55685470126679,105.63333229286354,106.18289947509766,10832912,88.9960934778024,89.42043785278995,87.95452787756768,88.45602416992188,9704729
2021-07-28,106.25160770548457,106.4348050591347,104.14489404438703,104.4654769897461,13828088,88.64888498048137,88.88034067533411,87.53016185326594,88.22454071044922,11020097
2021-07-29,104.41966551592755,105.97680584829612,102.06869892322804,102.22135925292969,28609665,88.18598604976141,89.34328242371463,87.41445513379259,88.53317260742188,14142749
2021-07-30,103.22891052918816,105.76306819729002,102.70986790886109,104.51126098632812,34142169,88.18598859303036,90.0762370371429,87.80022312392055,88.95751953125,12236156
2021-08-02,104.72498312609935,105.03030377661275,103.38157102148743,104.41966247558594,9575755,88.68747507898267,90.65488123912314,88.57175015240918,90.34626770019531,10895726
2021-08-03,105.36615868494648,106.98434815120125,104.48072136767348,106.5263671875,20959435,89.61332931842341,91.19496438060264,88.84179829697561,90.96350860595703,15163353
2021-08-04,107.25914394687126,107.83924819686801,106.15998466700206,107.01488494873047,23323277,90.8091887027447,91.42641580532307,89.96050585143487,90.53915405273438,14304543
2021-08-05,107.01488914660516,107.32020980037578,105.79360653152264,106.9843521118164,6621382,89.65189268981534,90.46200252968134,88.49459628218615,90.15338897705078,11033147
2021-08-06,107.16754904610771,107.77819035121372,106.58744477566864,106.86222839355469,5340311,89.6133266030161,91.19496161726963,89.6133266030161,89.99909210205078,6606584
2021-08-09,108.0835001706471,108.0835001706471,106.28211347054747,107.74764251708984,16415005,89.49757451596467,90.26910533075748,88.18597448534211,88.72604370117188,8294214
2021-08-10,107.53392722525939,107.53392722525939,104.63338113711438,105.39668273925781,11925263,88.80320376634587,89.26612112050077,87.8773690580361,88.61032104492188,14300982
2021-08-11,105.61040168936805,108.08350377914975,105.3661551224751,107.68658447265625,31279965,89.11183039347331,90.5005885463389,88.61033406680993,90.26912689208984,11308648
2021-08-12,108.0835129844951,114.61737009945679,107.65606903249925,114.18992614746094,58107755,89.57473702129447,90.96349500680532,88.95751582820029,89.69046783447266,13519139
2021-08-13,112.4801137162995,114.37311153745478,112.11373144958586,112.81597137451172,26776843,90.11483574425299,90.23056070136913,88.99611210617016,89.57476043701172,10342014
2021-08-16,112.35797047569145,112.54116778826868,110.15966484239395,110.34284973144531,21308655,90.1919685345515,91.31068604887167,88.4945969258937,89.11182403564453,14771886
2021-08-17,110.55661091137137,112.205337430738,110.5260738773528,111.90001678466797,15962459,89.49758348893121,89.49758348893121,86.95152919032412,87.83879089355469,16025745
2021-08-18,112.17479233061107,113.57927217095342,110.00702335350806,110.28180694580078,25227527,87.8773706940565,88.91893623187428,87.10583979399685,87.33729553222656,10074307
2021-08-20,108.26671296932348,109.9459766297846,108.11405263655429,109.06053924560547,18720467,85.36989752411193,86.21858035933481,83.7111048679,85.022705078125,23878081
2021-08-23,109.61009858894646,109.85435756075822,106.37369516537719,107.2591323852539,13112745,85.13844519877813,86.41147253390659,83.71111401722202,86.21858978271484,16886027
2021-08-24,108.26669735204376,109.48797983802946,107.13700111368468,107.83924102783203,11029463,87.29872251901176,88.88035733234585,86.48861271942367,87.33729553222656,17368602
2021-08-25,108.20563438341397,108.35829470981469,106.89276551519116,107.16754913330078,12001351,87.56874664915216,90.4234082823086,87.41444284218102,89.2275390625,18637317
2021-08-26,107.10648339767322,107.10648339767322,104.78604155557488,105.7020034790039,12115246,89.18896363508597,89.69045985670869,88.26312898463875,89.150390625,8779246
2021-08-27,106.12945627378765,106.77062214458205,104.87763671764462,106.46530151367188,8051699,89.11183027700817,90.26912677411217,88.68748587354428,89.99909210205078,9706825
2021-08-30,106.98435177220826,107.68659175835738,105.51882257758474,107.16754913330078,14512401,90.0762263180009,92.89231508464859,90.0762263180009,92.69943237304688,15933414
2021-08-31,107.16754930325013,108.11404829784719,106.83169161522427,107.0759506225586,43248333,92.58371227152163,93.35524320711765,91.85076023723099,93.008056640625,13376290
2021-09-01,108.57201348815568,108.57201348815568,106.64849116748819,107.2591323852539,11817591,93.97246879315593,94.31965535404407,92.12079340035365,92.35224914550781,10964080
2021-09-02,107.10647610953053,107.53392000863352,106.37369916653248,107.32019805908203,13545023,91.73503515073442,92.69944888048076,91.0406560880542,91.54215240478516,13031666
2021-09-03,107.47285792861304,107.96137588860876,106.49583443214938,107.19807434082031,12286475,92.54513263276881,95.28406978683496,91.65787677295464,94.97545623779297,21326802
2021-09-06,107.28966852726033,107.68658784618825,105.64094203144123,106.3126449584961,13950485,95.51554337141091,95.93988190391366,93.47098497528899,93.85675048828125,12505630
2021-09-07,106.31264070535855,106.3431777377193,105.3050801433203,105.64093780517578,12485031,94.51253399199062,94.70541671442327,92.23652022181096,92.54512786865234,8530847
2021-09-08,106.41770694749705,107.87803499603346,105.76522008158469,107.41197204589844,25370295,93.25039538801005,93.64220377199328,92.07497023606034,93.21121215820312,7801721
2021-09-09,107.13233103911239,108.21981117190519,106.82162242974302,107.81588745117188,5078350,93.3287546446237,97.01175699285781,92.62349836700258,95.71878814697266,27242637
2021-09-13,108.28194661547373,108.31302253244078,107.31874490267762,108.064453125,7522483,95.75795516299415,96.69829875882415,94.89597801737389,96.42403411865234,9921031
2021-09-14,108.06447281572024,108.81016853115261,107.81590336298693,108.18875122070312,8434427,96.61995682554895,98.26555096083966,96.22814841340727,97.12930297851562,16593684
2021-09-15,108.12660291616982,111.23368920686434,107.97124860163508,110.55013275146484,20064238,97.36437558527169,102.41870094054339,97.36437558527169,100.65556335449219,42437332
