Price,Close,High,Low,Open,Volume
Ticker,POWERGRID.NS,POWERGRID.NS,POWERGRID.NS,POWERGRID.NS,POWERGRID.NS
Date,,,,,
2021-01-01,84.792724609375,84.97171143059244,84.34526969432282,84.5689971518489,3074621
2021-01-04,84.32289123535156,85.19543066306369,84.1215341154195,85.01644385912624,7133203
2021-01-05,84.12155151367188,84.79273396026774,83.31613500535538,84.79273396026774,10478882
2021-01-06,87.76830291748047,88.41710889010392,83.6740856703596,84.12154057658086,54265234
2021-01-07,88.17100524902344,90.29641591206857,87.47745261815415,88.59608980923053,40129922
2021-01-08,91.0794677734375,91.28082490831292,88.39473834307483,88.9316866567456,29487917
2021-01-11,91.0794677734375,91.72827981337338,90.13981125901145,91.28082490831292,12726089
2021-01-12,91.1465835571289,91.61641484245683,89.46862768594805,89.96082928862687,31454127
2021-01-13,91.72827911376953,92.44420817020503,90.65438249461853,91.19133080419404,23792586
2021-01-14,91.77302551269531,92.84692219929418,91.10184311806897,92.15336341678275,12024674
2021-01-15,90.83336639404297,92.06386733406596,90.60963895040241,91.2584448955628,13530190
2021-01-18,87.58932495117188,90.38591820389182,87.05237661905133,90.05032701356544,26118654
2021-01-19,89.33439636230469,89.491006795513,87.36559596067416,87.49983000685519,19382828
2021-01-20,87.76830291748047,89.75947360876766,87.32084801125922,89.49100552023138,21158179
2021-01-21,87.32085418701172,88.46186185097524,86.8733992491443,87.90254317864097,12509109
2021-01-22,86.89578247070312,87.8354391935439,86.35884010693476,87.25375011554561,16720401
2021-01-25,85.10594940185547,88.05915319117506,84.83747522664534,87.00763287851632,9393599
2021-01-27,86.06797790527344,86.96288779333672,84.70324275357537,85.01645757299987,18874916
2021-01-28,83.80833435058594,85.44154371144248,83.1371519226452,85.44154371144248,16072463
2021-01-29,82.5330810546875,84.56899852360023,81.88426898973951,84.43476447450551,13415015
2021-02-01,84.52424621582031,84.77034396151244,81.66053025324852,82.53306965887508,9485240
2021-02-02,86.89578247070312,87.54459465454475,84.658507449176,85.463924029327,10803602
2021-02-03,92.39946746826172,93.96555972575796,87.03000829970318,87.03000829970318,73411707
2021-02-04,91.8848876953125,92.91403765777845,91.37031574857743,92.39946571104338,23523019
2021-02-05,92.66793060302734,93.20487281453171,90.05031835633358,92.01911860317331,28755118
2021-02-08,95.10657501220703,95.48691294766826,92.04150727677911,92.39947489150585,28436890
2021-02-09,94.3011703491211,97.29912143005323,93.96557908195692,93.96557908195692,27738169
2021-02-10,94.16691589355469,95.75538462485186,92.62319994054313,94.21166260284406,34189378
2021-02-11,95.64351654052734,96.11334179422848,93.22726110764333,93.45098857492881,20504448
2021-02-12,95.15132141113281,97.9926616539272,94.21166477042176,97.9926616539272,25066544
2021-02-15,95.06182861328125,96.40419958666025,94.65912035576575,95.75538745527676,8599603
2021-02-16,100.92347717285156,102.86991332135875,95.44215450504078,95.48690121000571,80200957
2021-02-17,102.93701934814453,103.45159732711707,99.42450331495515,100.90110202514971,39034960
2021-02-18,105.82310485839844,106.62852122593075,102.24346576892978,103.36210298438874,44291912
2021-02-19,103.89906311035156,105.64414222044242,102.35534114957765,104.48075210105118,36335681
2021-02-22,100.65501403808594,104.65973812224715,100.05094866379962,104.01092604079221,25800846
2021-02-23,101.16958618164062,102.51194491616333,100.52077409900821,101.01297574076425,18293559
2021-02-24,99.67060852050781,102.10924028203502,99.1560365721018,101.19195404714134,11421326
2021-02-25,101.81838989257812,104.16752203658989,98.79806326400194,100.09568732257372,30696079
2021-02-26,95.88961029052734,101.68415387690187,94.50249883794778,99.11128811142207,38070699
2021-03-01,101.68415832519531,102.37771104732751,97.27672599859201,97.3214727059222,31441940
2021-03-02,100.69976806640625,102.62382210953616,99.9390982193767,102.46721771711613,18223787
2021-03-03,101.7960205078125,102.98178092351183,100.09569420714294,102.9146578290414,19350542
2021-03-04,100.74449157714844,102.89227869121649,99.80483509405589,99.80483509405589,22865747
2021-03-05,98.5519790649414,101.12484508099816,98.14927081535788,101.12484508099816,17342685
2021-03-08,100.32933044433594,102.03832386283867,98.89377720904469,99.28115028682299,15749448
2021-03-09,98.43804168701172,101.21800543931896,97.18477989698636,100.48883370705322,12585004
2021-03-10,98.05067443847656,99.78245817794728,97.52658434964202,99.34951069776578,10661165
2021-03-12,100.28374481201172,100.67111784637926,98.16459444680086,98.30131761371236,18173078
2021-03-15,102.15225219726562,103.22322259463624,100.14703457865429,100.71669902605835,30092241
2021-03-16,102.28897094726562,103.54223267732489,101.8560235134706,102.60797931525524,14767699
2021-03-17,100.46604919433594,102.53962531147113,99.96474324410676,102.51684120606497,12571132
2021-03-18,100.7394790649414,101.8560238092842,100.32932191561811,100.71669496046691,14232655
2021-03-19,104.90943908691406,105.77532168934623,99.87360131483436,101.12686318579797,70334403
2021-03-22,101.87879943847656,106.82349364850076,101.26356685630002,106.82349364850076,29180881
2021-03-23,99.80523681640625,102.08389462671188,99.57737103537568,101.8788129512824,38455903
2021-03-24,100.7394790649414,102.03831518884404,98.84819441215564,98.91655290683374,24398959
2021-03-25,98.62033081054688,101.81045165736967,98.14181515602534,100.73948127968535,20272124
2021-03-26,97.80001068115234,101.17242271110437,96.68346597862396,99.96473541283663,25184863
2021-03-30,100.87621307373047,101.94718354293511,98.16460764970756,98.8482050324439,53328751
2021-03-31,98.27853393554688,100.76227339824099,97.82280237771344,100.21539305633894,20694060
2021-04-01,99.66851043701172,99.96473468821247,97.86836846384242,98.7342571139886,11229344
2021-04-05,97.59493255615234,99.8052317563389,97.23034979748954,98.07345438080868,14484908
2021-04-06,95.33906555175781,99.80523865079672,95.02005716120469,98.07346115563686,25301732
2021-04-07,95.95431518554688,98.52920379272955,95.49858356392244,96.11382248936658,22841720
2021-04-08,95.2479248046875,97.29871691166598,95.02005901502322,96.59232925495363,20468881
2021-04-09,94.92891693115234,96.36447027117435,94.79219992019999,95.43022294007027,11773021
2021-04-12,91.67041778564453,94.17694111963822,90.4627305064257,94.17694111963822,18544315
2021-04-13,95.13398742675781,95.43021170311106,92.26287490353327,93.49335258223735,19831072
2021-04-15,94.70104217529297,96.34167705794431,94.35924349895956,94.74661656838842,10159348
2021-04-16,95.6352767944336,97.89114390590615,94.45037371321627,94.56430658292459,22020846
2021-04-19,91.6932144165039,94.33646127496559,91.14634023221382,93.81236501579514,18404990
2021-04-20,92.8325424194336,93.74400556526734,91.89829516745604,93.42499717297856,14467660
2021-04-22,92.7186050415039,93.37941826277255,91.69320905203826,92.96926110323724,11626459
2021-04-23,96.22775268554688,97.02528300093573,92.9692729189235,93.10598992905936,38318040
2021-04-26,98.34688568115234,98.64311611841082,94.88332484315151,94.88332484315151,19139358
2021-04-27,98.7342529296875,100.48882044033273,98.3468799185704,98.46081279353108,15270611
2021-04-28,100.6711196899414,101.03570862712755,98.57475339019841,99.7140822290528,16383579
2021-04-29,100.32933044433594,101.92439096827181,99.82802447199079,101.6737410727268,14761969
2021-04-30,100.28374481201172,101.30914074820288,98.73425885579596,99.23556477196253,16897105
2021-05-03,100.62554168701172,101.55979501007916,98.77983150684267,99.12163014622615,15528063
2021-05-04,99.3722915649414,101.03571674837858,98.75705888751126,100.8989935679735,20857434
2021-05-05,99.4406509399414,100.42047253158324,98.80262182793768,99.37228626275906,23178237
2021-05-06,98.16459655761719,99.98752270559955,97.34428226352696,99.55458145420648,18823613
2021-05-07,97.7772216796875,98.80261761868137,97.29870604732547,98.59754213963527,12509591
2021-05-10,100.19261932373047,100.32933633273265,97.95953569541008,98.16461120891334,17845577
2021-05-11,101.8104476928711,102.63076815886367,99.53179003387146,100.26096172100225,22995780
2021-05-12,102.97257232666016,107.09694043799848,101.6509458686025,101.81045314953238,55645370
