Price,Close,High,Low,Open,Volume
Ticker,HINDUNILVR.NS,HINDUNILVR.NS,HINDUNILVR.NS,HINDUNILVR.NS,HINDUNILVR.NS
Date,,,,,
2021-01-01,2245.106201171875,2260.5747302622194,2239.8872743280394,2252.487723839796,830096
2021-01-04,2281.732666015625,2285.023852634646,2257.4718730232776,2261.5153767844954,1614486
2021-01-05,2304.347900390625,2310.3659784688825,2261.5154108318116,2261.5154108318116,2356303
2021-01-06,2273.081298828125,2303.8303353481947,2258.3180238186346,2299.880957831155,1641627
2021-01-07,2227.52197265625,2287.5624757668766,2223.9015759352187,2286.904284428944,2403881
2021-01-08,2248.538818359375,2256.8138483851158,2219.952601443154,2247.4104573501777,2797948
2021-01-11,2284.177734375,2296.2609537197654,2258.7885794004355,2280.3222523451714,2787672
2021-01-12,2234.151611328125,2287.9391923620065,2230.484380609896,2284.836027367747,2036708
2021-01-13,2230.813232421875,2254.9328350114324,2223.52560545301,2239.7932858654904,1702740
2021-01-14,2255.4501953125,2262.4556750746938,2210.8779881583246,2224.8421143918226,2120413
2021-01-15,2210.878173828125,2263.396204172036,2203.0264801211624,2249.7612872794334,2042957
2021-01-18,2193.434814453125,2232.834926206233,2182.1975798905914,2232.834926206233,1733797
2021-01-19,2222.162109375,2239.9817178335784,2184.642673528756,2202.2740305194648,1495269
2021-01-20,2215.39208984375,2232.3181954247925,2206.317908403913,2216.379491917644,1380562
2021-01-21,2226.3935546875,2256.7194876168555,2209.7966630693218,2234.2454772139185,1521133
2021-01-22,2265.605712890625,2277.5009086305,2216.378877639178,2218.259555515834,2548089
2021-01-25,2256.4375,2287.233601482567,2242.7084591121443,2275.6203232919875,2124424
2021-01-27,2248.6328125,2280.322192518146,2195.691678156648,2280.322192518146,2460297
2021-01-28,2163.15576171875,2267.674580180963,2153.376327867586,2226.628644745415,3867335
2021-01-29,2128.83349609375,2183.7494346845024,2116.7032141067757,2176.979039399331,4472694
2021-02-01,2114.446533203125,2148.6747836598856,2093.38280020476,2140.82286056357,2717591
2021-02-02,2097.379150390625,2139.2713002287783,2073.4475679140464,2135.557006963153,4215607
2021-02-03,2099.635986328125,2122.3450808976495,2085.2958168626005,2098.3664368733293,2353429
2021-02-04,2111.62548828125,2124.2259398750466,2093.382772743629,2105.4191586455195,2908003
2021-02-05,2134.14599609375,2148.6741848201127,2107.2992771036643,2111.624927467619,4036942
2021-02-08,2103.20947265625,2152.1541714366977,2097.2384567855734,2151.4959799452436,2780672
2021-02-09,2084.0263671875,2120.182356836348,2078.6194177858856,2112.941792248308,3131481
2021-02-10,2102.128173828125,2107.300039162974,2080.7354581248865,2087.552916975369,2055520
2021-02-11,2127.9873046875,2132.689000013809,2100.7645346631634,2108.2401843170014,1824480
2021-02-12,2107.817138671875,2136.6855028961304,2098.8368544236605,2132.6890617530744,1222094
2021-02-15,2083.0390625,2126.8118921350724,2080.9703624604467,2116.7032471298985,2449407
2021-02-16,2065.0791015625,2096.063233677044,2059.3900032323613,2094.1354923155905,2396356
2021-02-17,2034.799560546875,2070.2034632125915,2031.1323301141533,2064.984535616056,2447956
2021-02-18,2018.766845703125,2039.1721558023175,2015.3344706562314,2034.8935674972574,3205806
2021-02-19,2050.9736328125,2063.103914958339,2021.728995971025,2024.455887437929,3364030
2021-02-22,2038.279296875,2073.4478903507243,2032.6372617992158,2073.4478903507243,2678023
2021-02-23,2049.233642578125,2061.552174567684,2040.7235292246462,2054.6405915031332,2062144
